first_market,second_market,hedge_ratio,half_life
BNB/BTC,MBOX/BTC,2132.8212122246223,1.5250378346951923
BNB/BTC,WAXP/BTC,7163.624148838135,1.3312972757983856
BNB/BTC,DYDX/BTC,276.72673680270054,1.473407882715711
BNB/BTC,ILV/BTC,11.378784691804327,1.4571632748195738
BNB/BTC,YGG/BTC,685.2817732027106,1.4630053017302542
BNB/BTC,AGLD/BTC,116.04803567179079,1.3341796140461568
BNB/BTC,RARE/BTC,4286.638366063387,1.3485964648531426
BNB/BTC,SSV/BTC,19.75999463056303,1.3967724052200952
BNB/BTC,BNX/BTC,575.5022723044985,1.6370499443955064
BNB/BTC,MOVR/BTC,32.655695514773754,1.492530668589676
BNB/BTC,QI/BTC,24762.507752611447,1.396330548070362
BNB/BTC,PYR/BTC,163.00300104212852,1.5414160860878487
BNB/BTC,SANTOS/BTC,140.53354096515795,1.1951337086388403
BNB/BTC,BICO/BTC,1460.5875692817754,1.4984950030525623
BNB/BTC,FLUX/BTC,716.5434611434166,1.3447328219441845
BNB/BTC,PEOPLE/BTC,6565.874776732409,1.5514806646723716
BNB/BTC,ACH/BTC,17654.45063942595,1.441834738582349
BNB/BTC,GLMR/BTC,1358.4831407266392,1.3315932664220624
BNB/BTC,LOKA/BTC,2110.1552649856458,1.3193992879396064
BNB/BTC,API3/BTC,283.24162469008024,1.3832185363966298
BNB/BTC,ACA/BTC,3604.0193415799768,1.4730028875518382
BNB/BTC,XNO/BTC,297.78684036130744,1.4476922422527823
BNB/BTC,WOO/BTC,1780.2586388914096,1.433679703648926
BNB/BTC,GMT/BTC,1721.7083387746588,1.3138927702729388
BNB/BTC,APE/BTC,354.16925746920106,1.4472022225017347
BNB/BTC,ASTR/BTC,6807.877189703177,1.29067810454733
BNB/BTC,NEXO/BTC,677.3267914875651,1.95954925019058
BNB/BTC,OP/BTC,307.4014363323204,1.4572877965061057
BNB/BTC,STG/BTC,652.9995744532407,1.331577841113507
BNB/BTC,POLYX/BTC,1410.879990775211,1.3438841284181104
BNB/BTC,APT/BTC,58.8094245272124,1.6468390348639157
BNB/BTC,MAGIC/BTC,565.8334701258982,1.3227582645497713
BNB/BTC,ID/BTC,1009.2885326548785,1.3267709223077508
BNB/BTC,ARB/BTC,613.9190654272388,1.5301697435932475
BNB/BTC,SUI/BTC,85.03343423162733,1.5330211241785094
BNB/BTC,MAV/BTC,1696.8283546905368,1.3894976297693076
BNB/BTC,PENDLE/BTC,98.31065466808434,1.6066743427283985
BNB/BTC,ARKM/BTC,253.5731994348762,1.5478937315453567
BNB/BTC,WLD/BTC,182.69825652364875,1.548148944498162
BNB/BTC,SEI/BTC,1044.6548784887764,1.4830368386785402
BNB/BTC,CYBER/BTC,142.9472177256298,1.485753662022816
BNB/BTC,TIA/BTC,89.77235580945091,1.7900978215446588
BNB/BTC,ORDI/BTC,9.789634483244214,1.477300916379799
BNB/BTC,VIC/BTC,1133.6756382861677,1.2725874863225441
BNB/BTC,BLUR/BTC,1625.3788888062245,1.3603035421330711
BNB/BTC,VANRY/BTC,3299.7080918733773,1.5267054729755898
BNB/BTC,NFP/BTC,1190.6068460107108,1.3634277577216816
BNB/BTC,AI/BTC,423.84796870155424,1.4253737945044738
BNB/BTC,XAI/BTC,1839.8460124883259,1.5331200305021053
BNB/BTC,MANTA/BTC,443.91467943886073,1.3419081179542374
BNB/BTC,ALT/BTC,2970.094691468028,1.4049215573494995
BNB/BTC,PYTH/BTC,1439.9112968787722,1.646063905608189
BNB/BTC,RONIN/BTC,228.4718220842733,1.2330059256195576
BNB/BTC,PIXEL/BTC,2490.556846003725,1.6837343980404547
BNB/BTC,STRK/BTC,914.117738485098,1.3147864164847658
BNB/BTC,PORTAL/BTC,1205.5469143200735,1.4559155849606553
BNB/BTC,AEVO/BTC,1102.1359664516585,1.4862006267180001
BNB/BTC,ETHFI/BTC,208.0985688689393,1.6007653553900352
BNB/BTC,ENA/BTC,363.14460477154535,1.8350991520193711
BNB/BTC,W/BTC,1708.276913479658,1.3780213753752477
BNB/BTC,TNSR/BTC,1051.4117068479409,1.7341351913568341
BNB/BTC,TAO/BTC,0.8907203588359085,1.6487083712003108
BNB/BTC,BB/BTC,957.451382188332,1.3770574265203992
BNB/BTC,ZK/BTC,1987.2208441338116,1.3349639445885264
BNB/BTC,ZRO/BTC,79.44293887651224,1.466262430592791
BNB/BTC,BANANA/BTC,9.31110566135228,1.4872386370052135
BNB/BTC,RENDER/BTC,65.45666769035302,1.5093677660014533
BNB/BTC,TON/BTC,101.58766872269848,1.1962927424082475
BNB/BTC,SLF/BTC,1352.6805933403175,1.3465283426446986
BNB/BTC,POL/BTC,1251.9629880806751,1.566257783077486
BNB/BTC,EIGEN/BTC,92.90731092513317,1.4440188881184413
BNB/BTC,SCR/BTC,540.9694605045679,1.487277651646767
BNB/BTC,PNUT/BTC,290.12029935965256,1.5297727684845837
BNB/BTC,THE/BTC,183.4034829862171,1.3254564327687013
BNB/BTC,MOVE/BTC,319.23581595832366,1.3260624194628008
BNB/BTC,ME/BTC,91.84879903997353,1.2926677655447332
BNB/BTC,USUAL/BTC,255.6457629401857,1.318185646492857
TRX/BTC,ENA/BTC,0.20068898090355558,4.671444322530977
NEO/BTC,LRC/BTC,62.9189090135452,6.740588476384371
NEO/BTC,NULS/BTC,34.43675744757152,9.266219488656647
NEO/BTC,MANA/BTC,32.56309093792035,6.660167312662177
NEO/BTC,THETA/BTC,5.401267140195078,6.843922753505491
NEO/BTC,BAND/BTC,6.6251490550107945,11.383132061127782
NEO/BTC,AUDIO/BTC,67.57011912393864,10.692956359883489
NEO/BTC,CTK/BTC,14.392665597362893,8.030112353915113
NEO/BTC,ROSE/BTC,101.58659283970951,10.013537171947819
NEO/BTC,SKL/BTC,238.10228064510466,8.690109355701306
NEO/BTC,LIT/BTC,17.93916945407284,9.32683673689142
NEO/BTC,PHA/BTC,14.290546434648022,10.80439153070417
NEO/BTC,TKO/BTC,13.76865392271256,10.915044737205815
NEO/BTC,AR/BTC,0.6721632117419247,7.944501980152911
NEO/BTC,BNX/BTC,14.000243388042037,8.104580866064369
NEO/BTC,PEOPLE/BTC,144.7144463725058,9.38139170041313
NEO/BTC,VANRY/BTC,69.61285867029926,11.178471315268144
NEO/BTC,PIXEL/BTC,58.73333584836041,9.74730972364595
NEO/BTC,WIF/BTC,4.28671795884825,7.520392090775991
GAS/BTC,KNC/BTC,8.406014682281103,10.14488637164377
GAS/BTC,MTL/BTC,4.135545796011419,5.9045986467304585
GAS/BTC,SNT/BTC,118.98909723498264,12.052404169689867
GAS/BTC,REQ/BTC,65.209715154288,6.96027291310443
GAS/BTC,VIB/BTC,53.680706096757376,5.217551521580138
GAS/BTC,ENJ/BTC,21.9609598583706,8.272524266015749
GAS/BTC,STORJ/BTC,8.92848041972809,8.07841523854987
GAS/BTC,KMD/BTC,17.48166504943599,9.918332522194508
GAS/BTC,ADX/BTC,25.666259172625104,7.068447194805284
GAS/BTC,ICX/BTC,26.76776198422428,6.851832162648304
GAS/BTC,ELF/BTC,8.963880672701947,7.275322255990804
GAS/BTC,RLC/BTC,2.954998682055704,9.329740284746295
GAS/BTC,STEEM/BTC,13.011300181715114,3.4578666955266244
GAS/BTC,SYS/BTC,46.90712810180014,10.21375143608305
GAS/BTC,IOTX/BTC,154.00724439728106,5.733495206492463
GAS/BTC,DATA/BTC,83.9143206341704,6.185541814248818
GAS/BTC,FET/BTC,4.3219982545946,8.729863888226259
GAS/BTC,ANKR/BTC,117.41138820745482,5.426966453245436
GAS/BTC,CTXC/BTC,14.973370393017575,5.458930646375823
GAS/BTC,VITE/BTC,258.4756810213098,11.032664067092051
GAS/BTC,HIVE/BTC,6.091772695818335,6.3393467612321475
GAS/BTC,CHR/BTC,21.33468113381977,8.929851951496843
GAS/BTC,MDT/BTC,86.14898450058445,5.995764391525709
GAS/BTC,MKR/BTC,0.0036219846737782953,5.1824485393405055
GAS/BTC,FIO/BTC,139.6090722181217,8.722698467211021
GAS/BTC,AVA/BTC,3.432333529253139,6.731601224496244
GAS/BTC,YFI/BTC,0.0009638167247688597,7.147697040417824
GAS/BTC,STRAX/BTC,50.651391885971805,3.933581886676687
GAS/BTC,1INCH/BTC,13.725180249298568,7.057884920204199
GAS/BTC,RIF/BTC,59.052757966327476,8.448124694420212
GAS/BTC,FIS/BTC,8.995662229935931,5.829044500847077
GAS/BTC,OM/BTC,1.5334962628541478,6.725003961661648
GAS/BTC,POND/BTC,141.9967819675412,6.073064871024716
GAS/BTC,TKO/BTC,9.573438240570468,7.181723679800621
GAS/BTC,ATA/BTC,22.058281530642063,5.629597152441597
GAS/BTC,GTC/BTC,12.11028084150287,5.256144352364763
GAS/BTC,MLN/BTC,0.28746192842581353,6.566385323049417
GAS/BTC,WAXP/BTC,88.79393894934975,6.166166265773947
GAS/BTC,AGLD/BTC,1.4929902985888104,6.483505162132982
GAS/BTC,RARE/BTC,54.1259636276514,9.246099089273853
GAS/BTC,SSV/BTC,0.25943020160045327,7.56540072641539
GAS/BTC,BNX/BTC,8.409888298411133,10.11144040449749
GAS/BTC,QI/BTC,280.0406236820593,11.706127592682973
GAS/BTC,SANTOS/BTC,1.6851032215894346,8.624061370248567
GAS/BTC,FLUX/BTC,9.260335847342247,8.465627139409875
GAS/BTC,ACH/BTC,228.58939618423756,9.017915358089645
GAS/BTC,ACA/BTC,48.82640990005331,7.7918292032941
GAS/BTC,GMT/BTC,22.77026287779306,6.422122526093571
GAS/BTC,ASTR/BTC,85.31556284979246,7.567213174692438
GAS/BTC,ID/BTC,13.293530037653397,7.066186261921609
GAS/BTC,SUI/BTC,1.1383844811827917,9.62840096130308
GAS/BTC,PENDLE/BTC,1.4933696880356688,6.3756519126940665
GAS/BTC,NFP/BTC,15.12383072504386,9.031806074948731
GAS/BTC,XAI/BTC,25.291969734871486,8.493028364559885
GAS/BTC,MANTA/BTC,5.873325882868258,6.9000107696116135
GAS/BTC,ALT/BTC,40.45343208365321,6.074112815170365
GAS/BTC,W/BTC,23.273227520990147,5.5092776735453715
GAS/BTC,ZK/BTC,25.98960524037838,6.290750349725349
GAS/BTC,RENDER/BTC,0.870773797277911,8.770513350426128
GAS/BTC,SLF/BTC,18.63589347319069,4.4835792871072
GAS/BTC,SCR/BTC,7.38585558140349,6.125208139754751
GAS/BTC,THE/BTC,2.4402772913464066,5.5194800957142185
GAS/BTC,MOVE/BTC,4.088932663570713,6.717073911065245
GAS/BTC,ME/BTC,1.184133991254095,7.003803198084883
GAS/BTC,USUAL/BTC,3.4508530382263025,4.742868213759111
LRC/BTC,ZRX/BTC,0.36548161007026847,5.97979215747152
LRC/BTC,ETC/BTC,0.01580267393972007,5.189401205604812
LRC/BTC,ZIL/BTC,6.225178868584308,6.187154199284882
LRC/BTC,WAN/BTC,0.8034877894323253,9.803276023944031
LRC/BTC,ARPA/BTC,3.7373898470022837,6.536862676606288
LRC/BTC,FIO/BTC,3.545084090903618,9.969793693768217
LRC/BTC,CTK/BTC,0.23094371321851948,6.153950823399573
LRC/BTC,SKL/BTC,3.93997020319609,6.650846899880997
LRC/BTC,TRU/BTC,1.7183314814996447,11.284537058194854
LRC/BTC,PYR/BTC,0.055718713814172816,10.700906446980673
LRC/BTC,JOE/BTC,0.41602233218988527,11.937682452401424
LRC/BTC,EDU/BTC,0.3136410050112888,11.724981488502035
LRC/BTC,AXL/BTC,0.2803841191704479,12.216835357226165
LRC/BTC,TNSR/BTC,0.4080178997635455,9.235306952193733
LRC/BTC,TAO/BTC,0.0003303956615644233,12.42369144623854
LRC/BTC,POL/BTC,0.45144733379766677,5.889535818532297
QTUM/BTC,ZRX/BTC,5.746480681422234,4.984137932305914
QTUM/BTC,SNT/BTC,48.68773826474461,9.939632665286954
QTUM/BTC,ENJ/BTC,8.341407211777074,11.065234384939437
QTUM/BTC,KMD/BTC,7.396213456829358,7.643536375607875
QTUM/BTC,NULS/BTC,8.25626414209934,8.474200539538767
QTUM/BTC,RLC/BTC,1.2333640675313138,4.703684246112672
QTUM/BTC,ZIL/BTC,95.1030152680537,6.941019449924312
QTUM/BTC,WAN/BTC,12.096320976061463,7.838662520773679
QTUM/BTC,BAND/BTC,1.6300843149448223,10.767825601236776
QTUM/BTC,ARPA/BTC,56.486274801320576,7.7996900036952885
QTUM/BTC,FIO/BTC,52.32188799182262,10.691810321113055
QTUM/BTC,AUDIO/BTC,16.83777326865419,10.244913837455169
QTUM/BTC,CTK/BTC,3.2034063461755125,10.799550210612095
QTUM/BTC,SKL/BTC,54.97231757954751,11.098941307203921
QTUM/BTC,TKO/BTC,3.5818753733258326,8.579945497040852
QTUM/BTC,ICP/BTC,0.21422790368639566,13.53919642543607
QTUM/BTC,MBOX/BTC,11.03021141319688,12.897294381097003
QTUM/BTC,YGG/BTC,3.4935042858769165,11.803178665506465
QTUM/BTC,BNX/BTC,3.411465633802848,6.801838773936963
QTUM/BTC,HIGH/BTC,2.052379810545471,2.862171219985919
QTUM/BTC,PEOPLE/BTC,35.61816775480531,8.31895807523629
QTUM/BTC,ACA/BTC,17.58789281302799,12.399787952192384
QTUM/BTC,OP/BTC,1.5071865696241105,12.612252091742855
QTUM/BTC,APT/BTC,0.313828060651955,8.82100111077738
QTUM/BTC,VANRY/BTC,17.31621456737622,10.428467014686934
QTUM/BTC,XAI/BTC,9.103351268877674,14.317857895993448
QTUM/BTC,PYTH/BTC,8.135227159625494,9.648414091198875
QTUM/BTC,PIXEL/BTC,14.66650417508906,8.856373920093928
QTUM/BTC,ETHFI/BTC,1.065457843577871,13.279924178487343
QTUM/BTC,TNSR/BTC,5.914076270913995,10.248705866254152
QTUM/BTC,POL/BTC,6.664206454927324,7.665571308941871
ZRX/BTC,ENJ/BTC,1.4554570317176019,4.590216757027037
ZRX/BTC,KMD/BTC,1.2379677935024755,3.0778021830335716
ZRX/BTC,NULS/BTC,1.387228738413759,5.130593091593872
ZRX/BTC,BAT/BTC,2.0387272940817986,4.483304625385999
ZRX/BTC,RLC/BTC,0.20728475701572124,4.156859757196958
ZRX/BTC,PIVX/BTC,0.8670830848318252,7.6564384806814685
ZRX/BTC,ZIL/BTC,16.26605982991201,4.814910182438157
ZRX/BTC,WAN/BTC,2.089476363924611,3.2678078466079206
ZRX/BTC,SYS/BTC,3.2554547795706554,4.879000205869074
ZRX/BTC,IOTX/BTC,9.898768872731779,3.712357384812114
ZRX/BTC,ATOM/BTC,0.06080731147115159,10.58507920708313
ZRX/BTC,DUSK/BTC,1.379316246105251,10.34724338322369
ZRX/BTC,CHZ/BTC,4.677206424861033,7.441389477157079
ZRX/BTC,BAND/BTC,0.28516212679523245,5.254193173085172
ZRX/BTC,XTZ/BTC,0.35199186776003843,8.481937969790762
ZRX/BTC,NKN/BTC,4.808524753432721,7.307831051616945
ZRX/BTC,STX/BTC,0.2790160448616439,8.178914662525425
ZRX/BTC,ARPA/BTC,9.766658106720229,4.324450498500897
ZRX/BTC,OGN/BTC,4.090603742717612,8.998199279607594
ZRX/BTC,LTO/BTC,1.839413873820284,8.596374078843242
ZRX/BTC,CTSI/BTC,2.9735336256761293,6.67426874508237
ZRX/BTC,HIVE/BTC,0.3657395344352574,9.037435737319836
ZRX/BTC,CHR/BTC,1.345696948500155,9.56488594991185
ZRX/BTC,MDT/BTC,4.979010066218876,10.552182397490014
ZRX/BTC,SNX/BTC,0.18877942835823713,10.003140168511893
ZRX/BTC,FIO/BTC,9.189816439932798,5.636932462955163
ZRX/BTC,YFI/BTC,5.8207588842909444e-05,9.873954677066537
ZRX/BTC,AUDIO/BTC,3.000001376258602,4.783547651536661
ZRX/BTC,CTK/BTC,0.5719282769775376,6.091551713528942
ZRX/BTC,ROSE/BTC,4.249487756644342,6.284312801004554
ZRX/BTC,SKL/BTC,9.790401293838372,6.121992249941052
ZRX/BTC,GRT/BTC,2.4423387874187092,8.50219780933049
ZRX/BTC,OG/BTC,0.05910317496468542,10.732823923071443
ZRX/BTC,CELO/BTC,0.62616565501009,7.97324214252051
ZRX/BTC,RIF/BTC,3.769143549119928,7.854928986568004
ZRX/BTC,TRU/BTC,4.493198763547888,6.099174595979505
ZRX/BTC,DODO/BTC,2.1974015812831773,6.201523503425432
ZRX/BTC,CAKE/BTC,0.17144502128599637,9.371106851451144
ZRX/BTC,FIS/BTC,0.5306565453656038,9.12238323316394
ZRX/BTC,POND/BTC,8.011931345453092,10.26934045438894
ZRX/BTC,PERP/BTC,0.6305684022515656,7.322856388582658
ZRX/BTC,SUPER/BTC,0.24993556278267426,7.317438536948812
ZRX/BTC,TKO/BTC,0.6200341893069954,4.642208355789252
ZRX/BTC,ICP/BTC,0.03862623173324253,6.956606587220289
ZRX/BTC,AR/BTC,0.025944447002147902,8.488709007588671
ZRX/BTC,LPT/BTC,0.02346279249073918,10.438031754696034
ZRX/BTC,GTC/BTC,0.725862815282289,7.983318840625965
ZRX/BTC,BAKE/BTC,1.4638139322608925,7.40697401477544
ZRX/BTC,MLN/BTC,0.016981589005965664,9.98283347005592
ZRX/BTC,MINA/BTC,0.606504577262637,7.733573564577907
ZRX/BTC,MBOX/BTC,1.9693756565246936,6.306359623586884
ZRX/BTC,DYDX/BTC,0.24244766373835547,7.738007439837863
ZRX/BTC,GALA/BTC,9.195930971737837,9.40926226295176
ZRX/BTC,ILV/BTC,0.0099565227671944,8.803608889397848
ZRX/BTC,YGG/BTC,0.6081303633363113,7.040587270072244
ZRX/BTC,AGLD/BTC,0.08431347931057875,11.908457617693273
ZRX/BTC,RARE/BTC,3.4668792559399293,9.656926780762332
ZRX/BTC,SSV/BTC,0.015704482348682006,10.907833357251109
ZRX/BTC,BNX/BTC,0.5825223899292702,3.823019997908711
ZRX/BTC,MOVR/BTC,0.028598088061211085,8.703572030819814
ZRX/BTC,PYR/BTC,0.14368287737485708,6.877935281465087
ZRX/BTC,BICO/BTC,1.2762915378592918,9.449267601482646
ZRX/BTC,FLUX/BTC,0.5881921423499676,7.874482991811627
ZRX/BTC,HIGH/BTC,0.33563617217418784,3.370807164227866
ZRX/BTC,PEOPLE/BTC,6.112257204358016,5.114160296917238
ZRX/BTC,JOE/BTC,1.0358942973048073,10.274240640435414
ZRX/BTC,ACH/BTC,14.745613693075455,8.093360241224746
ZRX/BTC,IMX/BTC,0.3285472576313726,10.584641572385298
ZRX/BTC,GLMR/BTC,1.0882067625276264,8.223307924057536
ZRX/BTC,LOKA/BTC,1.6465219794822978,9.795533475206277
ZRX/BTC,API3/BTC,0.23206199688101004,9.571010530990945
ZRX/BTC,ACA/BTC,3.1409111589065333,6.153676224099613
ZRX/BTC,XNO/BTC,0.2504164605907204,8.33224445729575
ZRX/BTC,WOO/BTC,1.512977996492058,7.877448170963702
ZRX/BTC,GMT/BTC,1.3430066734917965,10.341204848740736
ZRX/BTC,APE/BTC,0.2983517863938614,8.783022500756005
ZRX/BTC,OP/BTC,0.26576347699345515,7.508795249573652
ZRX/BTC,APT/BTC,0.054856039414121094,5.144516607143959
ZRX/BTC,MAGIC/BTC,0.4383117061563522,10.899056349105825
ZRX/BTC,ARB/BTC,0.5363373097658148,8.011613880833007
ZRX/BTC,MAV/BTC,1.4140820682664543,8.433405016216863
ZRX/BTC,PENDLE/BTC,0.08490305678097232,12.385033751881918
ZRX/BTC,SEI/BTC,0.9174124786807516,7.818144273031398
ZRX/BTC,CYBER/BTC,0.12153637930387273,10.462291175129115
ZRX/BTC,BLUR/BTC,1.3091277261770848,9.69461051444627
ZRX/BTC,VANRY/BTC,3.0111924538927184,5.708021777347004
ZRX/BTC,NFP/BTC,0.9457802665706945,11.023873732232529
ZRX/BTC,XAI/BTC,1.6531288184188604,7.233530592367039
ZRX/BTC,ALT/BTC,2.4534731482842034,8.142081199955737
ZRX/BTC,PYTH/BTC,1.4672015294075749,4.203988739368
ZRX/BTC,PIXEL/BTC,2.6043125519702492,3.434029688978746
ZRX/BTC,STRK/BTC,0.7034967995554435,9.764551768476926
ZRX/BTC,PORTAL/BTC,1.0029746372205093,8.982366295248674
ZRX/BTC,AXL/BTC,0.6888997183126531,10.703134902444827
ZRX/BTC,WIF/BTC,0.15665822824057263,9.939921945195419
ZRX/BTC,AEVO/BTC,0.9645249051559013,7.769050039391398
ZRX/BTC,ETHFI/BTC,0.18774570511005706,8.122474276731397
ZRX/BTC,W/BTC,1.4074674328500052,8.087566144671293
ZRX/BTC,TNSR/BTC,1.0834643461424296,4.846614754005765
ZRX/BTC,TAO/BTC,0.0008626315350816864,7.400406059922857
ZRX/BTC,BB/BTC,0.7573707204231717,10.426418733458343
ZRX/BTC,ZK/BTC,1.5686871196540437,8.809676694637156
ZRX/BTC,ZRO/BTC,0.06842172171973016,7.445059555049108
ZRX/BTC,RENDER/BTC,0.055961303871504275,9.09627785828719
ZRX/BTC,SLF/BTC,1.0848934179474545,8.017730375021332
ZRX/BTC,POL/BTC,1.1781774482135443,4.2915566386932555
ZRX/BTC,EIGEN/BTC,0.07301949300920907,10.584158246895601
ZRX/BTC,THE/BTC,0.14343335013104708,8.948322995731974
ZRX/BTC,MOVE/BTC,0.2344112887189853,11.800087122685678
ZRX/BTC,ME/BTC,0.07042584707306399,11.013551842644244
ZRX/BTC,USUAL/BTC,0.18999276289922262,11.185723763717206
KNC/BTC,LINK/BTC,-0.026120192667807962,10.667685114483545
